Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PS2,2003.0,Action,1.89,1.05,0.02,0.31,3.27
DS,2008.0,Puzzle,0.61,1.57,0.82,0.27,3.26
XOne,2015.0,Sports,0.9,2.12,0.0,0.24,3.26
PSP,2009.0,Racing,0.5,1.58,0.31,0.87,3.26
PS4,2015.0,Sports,2.35,0.3,0.0,0.6,3.26
Wii,2008.0,Misc,1.35,1.11,0.46,0.32,3.25
PS,1995.0,Fighting,0.95,1.3,0.77,0.22,3.24
XOne,2016.0,Sports,0.72,2.3,0.0,0.22,3.24
PC,2014.0,Simulation,1.05,1.93,0.0,0.24,3.23
PS,1999.0,Shooter,1.72,1.33,0.0,0.16,3.21
NES,1983.0,Sports,0.73,0.1,2.35,0.02,3.2
PS,2000.0,Fighting,1.76,1.21,0.07,0.16,3.2
SNES,1995.0,Fighting,2.26,0.72,0.12,0.1,3.2
SNES,1995.0,Role-Playing,0.0,0.0,3.19,0.0,3.19
PSP,2008.0,Action,1.48,1.0,0.04,0.66,3.18
PS3,2011.0,Adventure,1.28,1.29,0.12,0.5,3.18
PS2,2003.0,Action,1.78,1.12,0.09,0.19,3.18
PSP,2007.0,Role-Playing,1.35,0.59,0.8,0.43,3.18
X360,2010.0,Misc,2.15,0.76,0.01,0.26,3.17
PS2,2001.0,Simulation,2.06,0.56,0.38,0.17,3.17
3DS,2015.0,Simulation,0.55,1.07,1.41,0.13,3.16
GC,2001.0,Simulation,1.92,0.16,0.99,0.09,3.15
PS2,2007.0,Sports,0.68,0.0,0.0,2.46,3.14
Wii,2012.0,Misc,1.06,1.1,0.76,0.22,3.14
DS,2008.0,Adventure,1.87,0.97,0.0,0.3,3.14
PS,2000.0,Action,1.7,1.25,0.02,0.16,3.13
3DS,2013.0,Action,1.41,1.03,0.46,0.23,3.13
PS,1998.0,Racing,2.14,0.86,0.0,0.13,3.12
N64,1999.0,Racing,2.31,0.62,0.14,0.04,3.12
DS,2005.0,Platform,1.21,1.56,0.06,0.29,3.12
PS3,2010.0,Role-Playing,1.53,1.03,0.1,0.46,3.12
NES,1990.0,Role-Playing,0.08,0.0,3.03,0.01,3.12
DS,2006.0,Misc,0.91,1.0,1.03,0.17,3.12
DS,2008.0,Misc,0.55,0.5,1.93,0.13,3.11
PS3,2007.0,Role-Playing,1.69,0.85,0.14,0.43,3.1
PS3,2012.0,Shooter,0.88,0.94,0.88,0.4,3.1
X360,2010.0,Role-Playing,1.99,0.81,0.03,0.27,3.1
PS2,2002.0,Fighting,2.17,0.28,0.55,0.08,3.09
PS2,2001.0,Sports,2.5,0.16,0.01,0.42,3.08
NES,1986.0,Sports,1.92,0.45,0.64,0.07,3.08
G,1994.0,Platform,1.57,0.62,0.55,0.34,3.07
PC,2002.0,Simulation,1.72,1.21,0.0,0.14,3.07
Wii,2008.0,Action,1.8,0.98,0.0,0.29,3.07
DS,2008.0,Action,1.75,1.01,0.0,0.29,3.05
X360,2012.0,Shooter,1.89,0.88,0.04,0.25,3.05
X360,2008.0,Action,1.91,0.84,0.0,0.29,3.05
X360,2012.0,Role-Playing,1.94,0.84,0.03,0.24,3.04
X360,2008.0,Action,1.95,0.79,0.02,0.28,3.04
PS3,2010.0,Adventure,1.29,1.21,0.06,0.47,3.03
PS,1995.0,Platform,1.54,1.33,0.0,0.16,3.03
X,2002.0,Action,1.85,1.04,0.0,0.13,3.02
PS4,2013.0,Sports,0.62,1.85,0.12,0.44,3.02
NES,1987.0,Fighting,2.03,0.47,0.45,0.07,3.02
PS2,2002.0,Sports,1.45,1.13,0.07,0.38,3.02
X360,2012.0,Sports,2.61,0.2,0.01,0.19,3.01
PS3,2009.0,Shooter,1.4,1.06,0.08,0.47,3.01
X360,2012.0,Shooter,1.38,1.32,0.02,0.28,3.01
Wii,2010.0,Platform,2.04,0.63,0.12,0.22,3.0
PS2,2007.0,Fighting,1.15,0.0,0.76,1.09,3.0
PS2,2005.0,Fighting,1.57,1.02,0.0,0.41,3.0
SNES,1993.0,Shooter,1.61,0.51,0.8,0.07,2.99
PC,2000.0,Misc,1.67,1.18,0.0,0.13,2.99
PS2,2002.0,Sports,0.12,1.26,1.16,0.45,2.99
PS2,2001.0,Action,1.36,0.86,0.64,0.13,2.99
PS4,2014.0,Action,1.02,1.43,0.05,0.47,2.97
PC,2011.0,Role-Playing,1.59,1.01,0.0,0.38,2.97
XOne,2014.0,Shooter,1.85,0.8,0.04,0.27,2.96
PS2,2003.0,Platform,1.04,1.37,0.06,0.49,2.96
PS2,2002.0,Action,1.36,1.15,0.04,0.41,2.96
PS3,2010.0,Shooter,1.33,1.1,0.08,0.44,2.95
N64,1996.0,Racing,1.98,0.58,0.34,0.04,2.94
PS2,2003.0,Shooter,2.22,0.51,0.06,0.15,2.94
PS2,2005.0,Fighting,1.45,1.11,0.04,0.33,2.94
X360,2009.0,Fighting,1.83,0.7,0.15,0.26,2.94
GBA,2001.0,Puzzle,2.07,0.77,0.05,0.05,2.94
PS3,2009.0,Action,1.76,0.68,0.12,0.37,2.93
XOne,2013.0,Shooter,1.88,0.77,0.0,0.27,2.93
X360,2014.0,Sports,0.79,1.92,0.0,0.21,2.92
DS,2008.0,Platform,1.55,0.04,1.19,0.15,2.92
GBA,2002.0,Platform,1.75,0.45,0.62,0.09,2.91
X360,2007.0,Role-Playing,1.83,0.79,0.03,0.27,2.91
PS2,2004.0,Misc,1.54,1.14,0.0,0.22,2.9
PS2,2003.0,Sports,0.08,1.24,1.13,0.45,2.9
X360,2008.0,Sports,1.75,0.86,0.0,0.28,2.89
PS2,2001.0,Sports,0.99,0.32,1.38,0.2,2.89
Wii,2007.0,Simulation,1.41,1.12,0.05,0.3,2.89
Wii,2006.0,Puzzle,0.86,1.04,0.73,0.26,2.89
PS2,2004.0,Shooter,1.51,1.12,0.01,0.24,2.89
PS,1999.0,Shooter,2.03,0.72,0.02,0.11,2.88
DS,2007.0,Simulation,1.3,1.26,0.0,0.31,2.87
PS,1998.0,Racing,0.09,2.43,0.12,0.22,2.87
PS4,2015.0,Fighting,1.55,0.82,0.0,0.5,2.86
X360,2012.0,Sports,2.53,0.15,0.0,0.17,2.86
X,2002.0,Role-Playing,2.09,0.63,0.03,0.11,2.86
PS4,2013.0,Action,1.07,1.31,0.06,0.42,2.85
N64,1997.0,Platform,1.29,0.53,0.98,0.05,2.85
SNES,1990.0,Racing,1.37,0.51,0.89,0.07,2.85
PC,1996.0,Strategy,1.37,1.34,0.0,0.14,2.85
PS3,2011.0,Fighting,1.98,0.53,0.0,0.34,2.85
X360,2009.0,Sports,2.52,0.09,0.0,0.22,2.83
PS2,2002.0,Fighting,1.32,1.08,0.04,0.39,2.83
X360,2007.0,Shooter,1.65,0.85,0.05,0.28,2.83
GC,2002.0,Shooter,1.96,0.67,0.1,0.09,2.82
PS3,2010.0,Action,1.87,0.55,0.11,0.29,2.82
GBA,2003.0,Action,1.59,1.05,0.04,0.14,2.82
Wii,2011.0,Sports,1.51,1.04,0.0,0.27,2.82
PC,1994.0,Adventure,0.02,2.79,0.0,0.0,2.81
PS3,2010.0,Shooter,1.28,1.04,0.07,0.42,2.81
PS3,2012.0,Racing,0.71,1.46,0.06,0.58,2.81
DS,2007.0,Simulation,1.32,1.19,0.0,0.3,2.8
PS4,2014.0,Action,1.29,0.98,0.07,0.46,2.8
PS2,2003.0,Fighting,1.32,1.06,0.04,0.38,2.8
PS,1997.0,Sports,0.29,0.2,2.13,0.18,2.79
PS,1998.0,Platform,1.96,0.72,0.0,0.11,2.79
PS2,2001.0,Fighting,1.19,1.15,0.04,0.41,2.79
SNES,1992.0,Role-Playing,0.0,0.0,2.78,0.01,2.79
PS,1996.0,Fighting,1.98,0.7,0.0,0.11,2.79
3DS,2011.0,Role-Playing,0.46,0.29,1.96,0.07,2.79
PS2,2001.0,Sports,2.19,0.22,0.0,0.38,2.79
PS2,2003.0,Platform,1.68,0.74,0.0,0.36,2.78
PS2,2003.0,Platform,1.44,0.83,0.26,0.25,2.78
PS3,2011.0,Shooter,1.46,0.86,0.09,0.38,2.78
PS3,2010.0,Racing,1.05,1.23,0.03,0.47,2.78
Wii,2011.0,Action,1.35,1.13,0.0,0.3,2.78
PC,2011.0,Shooter,0.89,1.43,0.0,0.46,2.78
PS2,2003.0,Simulation,1.41,1.12,0.0,0.24,2.77
X360,2008.0,Action,1.74,0.77,0.0,0.26,2.77
X360,2011.0,Action,1.25,1.14,0.07,0.3,2.77
DS,2006.0,Platform,1.45,0.07,1.1,0.15,2.76
2600,1980.0,Shooter,2.56,0.17,0.0,0.03,2.76
SNES,1992.0,Misc,1.43,0.54,0.71,0.07,2.75
PS3,2009.0,Fighting,1.2,0.97,0.17,0.42,2.75
N64,2000.0,Strategy,1.02,0.36,1.13,0.23,2.73
Wii,2007.0,Platform,1.21,1.19,0.04,0.29,2.73
NES,1986.0,Action,1.33,0.31,1.04,0.05,2.73
PS3,2015.0,Sports,0.42,1.84,0.05,0.4,2.72
X360,2011.0,Adventure,1.53,0.92,0.02,0.24,2.7
GBA,2002.0,Action,1.75,0.52,0.33,0.1,2.7
PS2,2001.0,Action,0.99,0.48,1.09,0.14,2.7
N64,1998.0,Misc,1.25,0.53,0.87,0.05,2.7
X360,2006.0,Shooter,1.49,0.92,0.02,0.27,2.7
X360,2011.0,Sports,2.42,0.11,0.0,0.16,2.7
PS2,2006.0,Action,1.85,0.64,0.01,0.19,2.69
PS4,2013.0,Shooter,0.89,1.34,0.08,0.39,2.69
X360,2010.0,Sports,2.38,0.12,0.0,0.18,2.69
3DS,2014.0,Role-Playing,0.0,0.0,2.68,0.0,2.68
PS2,2004.0,Racing,1.23,1.11,0.0,0.34,2.68
DS,2009.0,Puzzle,0.28,1.39,0.68,0.33,2.67
GEN,1992.0,Fighting,1.95,0.63,0.0,0.09,2.67
DS,2010.0,Puzzle,1.63,0.51,0.35,0.18,2.67
PS2,2005.0,Shooter,1.48,0.92,0.01,0.26,2.67
PS,1998.0,Shooter,1.44,1.09,0.0,0.14,2.67
X360,2010.0,Sports,1.47,0.95,0.0,0.24,2.66
X,2004.0,Role-Playing,1.99,0.58,0.0,0.09,2.66
X360,2008.0,Misc,1.78,0.63,0.0,0.25,2.66
DS,2006.0,Action,1.59,0.8,0.0,0.26,2.65
PS2,2003.0,Action,1.15,1.11,0.0,0.4,2.65
NES,1986.0,Platform,0.0,0.0,2.65,0.0,2.65
PS3,2009.0,Racing,0.69,1.4,0.04,0.52,2.65
N64,1996.0,Action,2.0,0.5,0.12,0.03,2.65
PSP,2006.0,Shooter,0.86,1.11,0.01,0.66,2.65
PS3,2011.0,Role-Playing,0.78,0.73,0.89,0.23,2.63
PS2,2000.0,Racing,2.0,0.47,0.02,0.14,2.63
X360,2009.0,Strategy,1.55,0.8,0.04,0.25,2.63
X360,2011.0,Sports,2.32,0.14,0.01,0.16,2.63
PS2,2004.0,Sports,2.15,0.12,0.0,0.36,2.62
X360,2009.0,Sports,0.59,1.79,0.01,0.23,2.62
X360,2010.0,Shooter,1.56,0.8,0.04,0.21,2.62
PSP,2006.0,Fighting,0.76,1.09,0.12,0.64,2.62
PS2,2002.0,Action,0.9,1.22,0.04,0.44,2.61
GEN,1990.0,Action,1.86,0.55,0.11,0.08,2.6
PS3,2009.0,Action,1.7,0.44,0.06,0.4,2.6
X360,2007.0,Action,1.53,0.82,0.0,0.24,2.59
PS2,2004.0,Sports,2.03,0.21,0.0,0.35,2.59
PS3,2008.0,Sports,0.49,1.63,0.04,0.43,2.59
Wii,2007.0,Sports,1.05,1.05,0.24,0.24,2.58
DS,2008.0,Simulation,0.62,0.82,0.96,0.18,2.58
Wii,2010.0,Platform,1.01,0.52,0.92,0.14,2.58
PS2,2006.0,Fighting,1.4,0.88,0.03,0.26,2.58
PS4,2015.0,Action,1.08,0.84,0.26,0.39,2.58
PS2,2004.0,Platform,1.31,0.74,0.31,0.22,2.57
PS2,2007.0,Sports,2.14,0.08,0.0,0.35,2.57
PS4,2016.0,Shooter,0.99,1.03,0.16,0.4,2.57
PSP,2007.0,Role-Playing,0.37,0.27,1.75,0.18,2.57
PS3,2012.0,Sports,2.12,0.22,0.0,0.23,2.57
X360,2009.0,Action,1.05,1.22,0.03,0.27,2.57
PS3,2007.0,Platform,0.93,1.1,0.08,0.45,2.56
GC,2001.0,Platform,1.7,0.59,0.21,0.07,2.56
NES,1987.0,Role-Playing,0.15,0.0,2.41,0.0,2.56
X360,2009.0,Role-Playing,1.76,0.55,0.03,0.22,2.56
PSP,2009.0,Platform,0.64,1.22,0.01,0.67,2.55
GC,2003.0,Role-Playing,1.21,0.57,0.7,0.07,2.54
X360,2008.0,Sports,2.21,0.12,0.0,0.2,2.53
2600,1978.0,Shooter,2.36,0.14,0.0,0.03,2.53
Wii,2012.0,Action,1.49,0.83,0.0,0.21,2.53
X360,2013.0,Sports,2.1,0.19,0.0,0.23,2.52
DS,2010.0,Misc,0.26,1.65,0.33,0.28,2.52
PS2,2001.0,Racing,1.13,1.12,0.06,0.22,2.52
N64,2000.0,Action,1.55,0.75,0.16,0.06,2.52
NES,1986.0,Role-Playing,0.49,0.0,0.52,1.51,2.52
PS4,2015.0,Racing,0.52,1.55,0.05,0.38,2.51
Wii,2008.0,Sports,1.11,0.85,0.29,0.25,2.5
PS2,2008.0,Sports,0.13,0.07,0.26,2.05,2.5
N64,1999.0,Misc,1.28,0.14,1.08,0.01,2.5
X360,2006.0,Role-Playing,2.29,0.02,0.0,0.19,2.5
X,2003.0,Action,1.84,0.56,0.0,0.09,2.49
PS2,2002.0,Fighting,1.81,0.52,0.0,0.15,2.49
Wii,2007.0,Misc,1.47,0.77,0.0,0.24,2.48
PS,1998.0,Action,1.15,1.14,0.06,0.13,2.48
GC,2002.0,Misc,1.13,0.36,0.92,0.07,2.47
X360,2008.0,Racing,1.38,0.84,0.0,0.25,2.47
X360,2007.0,Misc,1.93,0.33,0.0,0.21,2.47
PS3,2012.0,Sports,1.73,0.43,0.05,0.27,2.47
PS3,2011.0,Action,0.86,1.04,0.18,0.38,2.47
PS3,2008.0,Shooter,1.15,0.84,0.1,0.38,2.47
PS4,2014.0,Sports,1.47,0.54,0.01,0.43,2.46
PS3,2008.0,Racing,1.56,0.53,0.05,0.31,2.46
PS,1997.0,Role-Playing,0.93,0.12,1.34,0.06,2.45
SNES,1992.0,Role-Playing,0.0,0.0,2.43,0.02,2.45
PS,1996.0,Racing,2.12,0.25,0.0,0.07,2.44
Wii,2010.0,Action,1.28,0.93,0.0,0.22,2.43
PS2,2003.0,Simulation,1.07,1.19,0.0,0.18,2.43
XOne,2015.0,Sports,2.09,0.08,0.0,0.26,2.43
PC,1997.0,Adventure,1.52,0.82,0.0,0.1,2.43
Wii,2010.0,Misc,1.65,0.57,0.0,0.2,2.42
DC,1998.0,Platform,1.26,0.61,0.46,0.08,2.42
NES,1988.0,Sports,1.27,0.32,0.78,0.05,2.42
X360,2008.0,Shooter,1.56,0.6,0.02,0.23,2.42
PS3,2013.0,Action,0.6,1.26,0.08,0.48,2.42
PSP,2006.0,Racing,0.87,0.97,0.0,0.58,2.42
PS2,2003.0,Fighting,1.63,0.22,0.51,0.06,2.41
PS3,2010.0,Sports,0.29,1.17,0.54,0.41,2.41
PS2,2001.0,Racing,2.07,0.26,0.0,0.08,2.41
PS,1998.0,Action,0.81,0.76,0.7,0.14,2.41
PS2,2007.0,Racing,0.69,0.0,0.04,1.68,2.41
X360,2011.0,Shooter,1.44,0.7,0.04,0.22,2.4
PS,1996.0,Puzzle,2.1,0.24,0.0,0.07,2.4
NES,1987.0,Fighting,0.77,0.18,1.42,0.03,2.4
PC,1997.0,Strategy,2.3,0.1,0.0,0.0,2.4
GBA,2001.0,Adventure,2.15,0.18,0.0,0.07,2.39
PS3,2010.0,Sports,2.05,0.15,0.0,0.2,2.39
PC,1994.0,Misc,1.49,0.81,0.0,0.1,2.39
PS4,2016.0,Sports,1.57,0.37,0.02,0.43,2.39
PS2,2005.0,Misc,1.67,0.61,0.03,0.07,2.38
N64,1998.0,Fighting,1.94,0.39,0.03,0.02,2.38
3DS,2015.0,Action,1.16,0.57,0.47,0.17,2.38
PS4,2016.0,Action,0.63,1.32,0.07,0.37,2.38
PS2,2001.0,Misc,1.16,0.91,0.0,0.3,2.38
X360,2011.0,Action,1.48,0.69,0.0,0.2,2.37
PC,2004.0,Shooter,2.28,0.02,0.08,0.0,2.37
PS2,2004.0,Action,0.96,1.08,0.04,0.3,2.37
X360,2010.0,Sports,1.74,0.45,0.0,0.18,2.37
X360,2007.0,Sports,2.18,0.01,0.0,0.18,2.37
PS2,2004.0,Sports,1.25,0.86,0.01,0.26,2.37
XOne,2015.0,Sports,1.98,0.15,0.0,0.25,2.37
PS3,2009.0,Sports,2.03,0.13,0.0,0.21,2.37
G,1995.0,Platform,0.69,0.14,1.48,0.05,2.36
X360,2008.0,Racing,1.69,0.45,0.01,0.21,2.36
G,1996.0,Platform,1.39,0.48,0.4,0.08,2.35
G,1998.0,Role-Playing,0.0,0.0,2.34,0.01,2.35
X360,2011.0,Misc,1.73,0.43,0.02,0.17,2.35
PC,2012.0,Action,0.97,1.09,0.0,0.28,2.34
PS2,2007.0,Fighting,0.92,0.0,0.01,1.41,2.34
Wii,2008.0,Action,1.51,0.61,0.0,0.21,2.34
PS2,2001.0,Action,1.08,0.7,0.34,0.21,2.34
X360,2011.0,Sports,1.38,0.72,0.02,0.22,2.34
3DS,2012.0,Role-Playing,1.12,0.43,0.64,0.14,2.33
PS4,2016.0,Sports,1.65,0.25,0.0,0.43,2.33
Wii,2008.0,Sports,1.18,0.9,0.0,0.24,2.32
N64,2000.0,Sports,0.78,0.4,1.06,0.07,2.32
PS,1997.0,Action,0.79,1.35,0.04,0.14,2.32
PS2,2004.0,Shooter,0.85,1.06,0.09,0.32,2.31
PS,1999.0,Racing,1.58,0.64,0.0,0.09,2.31
SNES,1995.0,Role-Playing,0.28,0.0,2.02,0.01,2.31
PS,1998.0,Sports,1.65,0.46,0.1,0.1,2.31
XOne,2016.0,Shooter,1.37,0.72,0.0,0.21,2.3
PS3,2013.0,Action,1.08,0.8,0.04,0.38,2.3
DS,2004.0,Puzzle,0.51,0.45,1.21,0.13,2.3
3DS,2015.0,Action,0.0,0.0,2.29,0.0,2.29
PS3,2007.0,Action,1.02,0.91,0.0,0.36,2.29
PC,1997.0,Action,0.91,1.25,0.0,0.13,2.29
X,2004.0,Racing,1.38,0.8,0.0,0.1,2.28
DS,2010.0,Action,1.07,0.99,0.0,0.22,2.28
PS3,2009.0,Sports,0.3,1.27,0.46,0.26,2.28
PS4,2015.0,Shooter,0.58,1.21,0.15,0.34,2.28
X360,2010.0,Simulation,1.27,0.81,0.0,0.2,2.28
NES,1983.0,Platform,0.51,0.12,1.63,0.02,2.28
PS2,2008.0,Sports,0.38,0.07,0.01,1.82,2.28
DS,2008.0,Role-Playing,0.94,0.54,0.62,0.18,2.28
PS,1997.0,Racing,0.07,2.0,0.02,0.18,2.28
PS3,2009.0,Misc,1.35,0.6,0.0,0.31,2.27
PS3,2011.0,Action,1.08,0.73,0.15,0.31,2.27
GBA,2002.0,Platform,1.22,0.1,0.91,0.04,2.27
GBA,2001.0,Platform,0.9,0.73,0.54,0.09,2.26
X360,2013.0,Sports,2.01,0.06,0.0,0.19,2.26
3DS,2013.0,Role-Playing,0.28,0.58,1.33,0.07,2.26
XOne,2016.0,Shooter,1.45,0.59,0.0,0.21,2.26
XOne,2013.0,Racing,1.26,0.79,0.01,0.2,2.25
PS2,2002.0,Adventure,0.62,0.44,1.06,0.13,2.25
PS3,2011.0,Sports,1.93,0.15,0.0,0.17,2.25
PS,1997.0,Sports,1.52,0.46,0.2,0.08,2.25
GC,2004.0,Role-Playing,1.48,0.25,0.46,0.06,2.25
X360,2013.0,Action,1.25,0.81,0.0,0.19,2.25
PS3,2013.0,Action,1.23,0.63,0.04,0.35,2.25
PS3,2007.0,Misc,1.4,0.53,0.02,0.3,2.24
GBA,2001.0,Platform,1.19,0.71,0.22,0.13,2.24
XOne,2013.0,Action,1.48,0.55,0.0,0.21,2.24
Wii,2006.0,Misc,1.05,0.91,0.04,0.24,2.24
Wii,2010.0,Misc,1.52,0.54,0.0,0.18,2.24
Wii,2006.0,Shooter,1.17,0.84,0.0,0.23,2.24
WiiU,2013.0,Platform,1.25,0.62,0.18,0.18,2.24
PSP,2008.0,Fighting,0.51,0.5,0.91,0.31,2.23
GBA,2001.0,Platform,1.29,0.83,0.0,0.11,2.23
PS3,2012.0,Shooter,1.05,0.72,0.1,0.35,2.23
NES,1990.0,Action,1.74,0.25,0.21,0.03,2.23
PS2,2009.0,Simulation,1.09,0.85,0.0,0.28,2.23
PS2,2003.0,Action,0.88,1.03,0.0,0.31,2.22
Wii,2009.0,Role-Playing,0.65,0.4,1.05,0.11,2.22
G,1998.0,Adventure,1.0,0.63,0.45,0.13,2.22
Wii,2007.0,Action,1.32,0.56,0.14,0.2,2.22
PS3,2008.0,Action,1.01,0.85,0.0,0.35,2.21
PS2,2006.0,Action,1.06,0.82,0.05,0.28,2.21
X360,2007.0,Misc,2.01,0.02,0.0,0.17,2.2
2600,1981.0,Action,2.06,0.12,0.0,0.02,2.2
X360,2008.0,Misc,1.78,0.24,0.0,0.18,2.2
X360,2010.0,Racing,1.03,0.96,0.0,0.21,2.2
NES,1986.0,Sports,0.15,0.0,2.05,0.0,2.2
G,2000.0,Platform,1.11,0.51,0.34,0.23,2.2
DS,2008.0,Action,1.4,0.59,0.0,0.2,2.2
PS4,2014.0,Sports,1.55,0.25,0.0,0.4,2.2
X360,2010.0,Shooter,1.45,0.54,0.02,0.19,2.2
DS,2007.0,Puzzle,1.06,0.9,0.0,0.23,2.2
X,2003.0,Role-Playing,1.68,0.44,0.0,0.08,2.19
G,2000.0,Platform,1.04,0.72,0.3,0.13,2.19
G,1992.0,Misc,0.87,0.17,1.1,0.05,2.19
PS3,2011.0,Action,0.34,0.96,0.55,0.33,2.19
X360,2006.0,Action,1.17,0.77,0.02,0.22,2.18
XOne,2014.0,Sports,0.61,1.42,0.0,0.16,2.18
G,2000.0,Role-Playing,0.0,0.0,2.17,0.01,2.18
PS2,2002.0,Racing,1.92,0.2,0.0,0.06,2.18
GBA,2003.0,Role-Playing,1.48,0.17,0.47,0.06,2.17
PS4,2014.0,Racing,0.36,1.47,0.02,0.33,2.17
N64,1998.0,Simulation,1.6,0.46,0.08,0.03,2.17
NES,1984.0,Sports,0.48,0.11,1.56,0.02,2.17
X360,2010.0,Role-Playing,1.28,0.67,0.01,0.21,2.17
Wii,2013.0,Platform,1.22,0.76,0.0,0.19,2.17
DS,2009.0,Puzzle,1.67,0.3,0.02,0.18,2.16
PC,2001.0,Simulation,1.23,0.83,0.0,0.1,2.16
Wii,2008.0,Platform,1.26,0.67,0.02,0.21,2.16
PS,2000.0,Shooter,1.5,0.55,0.02,0.08,2.15
DS,2006.0,Role-Playing,1.28,0.03,0.73,0.12,2.15
NES,1987.0,Sports,0.14,0.03,1.98,0.0,2.15
PS3,2012.0,Action,0.59,1.05,0.07,0.44,2.14
PS4,2015.0,Action,1.0,0.68,0.12,0.35,2.14
NES,1988.0,Racing,1.47,0.38,0.19,0.1,2.14
NES,1983.0,Misc,0.01,0.0,2.13,0.0,2.14
SNES,1996.0,Role-Playing,0.66,0.0,1.45,0.03,2.14
PC,1992.0,Simulation,1.2,0.84,0.0,0.1,2.14
2600,1981.0,Shooter,1.99,0.12,0.0,0.02,2.13
PSP,2007.0,Shooter,0.52,1.02,0.0,0.59,2.13
Wii,2009.0,Sports,1.49,0.46,0.0,0.18,2.13
PS2,2004.0,Simulation,1.04,0.81,0.0,0.27,2.13
GBA,2003.0,Role-Playing,0.82,0.37,0.89,0.05,2.13
X,2001.0,Racing,1.37,0.61,0.05,0.09,2.12
G,1989.0,Sports,0.83,0.33,0.92,0.04,2.12
PS3,2011.0,Sports,1.62,0.26,0.05,0.18,2.11
PSV,2014.0,Misc,0.2,0.7,0.95,0.26,2.11
PS3,2013.0,Sports,1.44,0.31,0.04,0.32,2.11
PS4,2015.0,Shooter,0.71,0.94,0.14,0.32,2.11
N64,2000.0,Sports,1.68,0.4,0.0,0.03,2.11
PS2,2002.0,Racing,1.68,0.31,0.02,0.09,2.11
PS3,2008.0,Sports,0.11,1.33,0.4,0.26,2.11
PS2,2003.0,Action,0.63,0.21,1.13,0.13,2.11
X360,2011.0,Fighting,1.64,0.31,0.0,0.16,2.11
3DS,2013.0,Role-Playing,0.89,0.61,0.47,0.14,2.1
PS,1998.0,Role-Playing,0.94,0.07,1.05,0.04,2.1
DS,2006.0,Puzzle,0.63,0.05,1.35,0.08,2.1
X360,2010.0,Action,1.85,0.12,0.01,0.13,2.1
PS3,2009.0,Shooter,1.21,0.6,0.0,0.29,2.1
X,2002.0,Action,1.54,0.44,0.04,0.07,2.1
PS2,2002.0,Platform,1.17,0.72,0.0,0.22,2.1
PS2,2005.0,Action,0.99,0.63,0.29,0.19,2.09
PS,1997.0,Sports,0.0,0.0,1.96,0.14,2.09
PS2,2003.0,Action,1.26,0.6,0.05,0.18,2.09
X360,2006.0,Action,1.16,0.64,0.08,0.2,2.08
PC,2010.0,Role-Playing,1.77,0.32,0.0,0.0,2.08
PS2,2002.0,Puzzle,1.11,0.71,0.0,0.27,2.08
DS,2006.0,Role-Playing,0.89,0.04,1.07,0.09,2.08
PC,1998.0,Strategy,2.04,0.04,0.0,0.0,2.08
X360,2014.0,Sports,1.8,0.06,0.0,0.22,2.08
GC,2003.0,Misc,0.97,0.33,0.73,0.06,2.08
Wii,2008.0,Misc,1.33,0.56,0.0,0.2,2.08
PC,1994.0,Strategy,0.89,1.08,0.0,0.11,2.08
X360,2011.0,Shooter,1.41,0.49,0.01,0.17,2.08
Wii,2010.0,Sports,0.88,0.44,0.63,0.12,2.08
PSP,2005.0,Racing,1.77,0.12,0.02,0.17,2.07
PS,2002.0,Shooter,1.54,0.46,0.0,0.08,2.07
DS,2006.0,Simulation,0.92,0.93,0.0,0.22,2.07
Wii,2007.0,Simulation,1.35,0.52,0.0,0.19,2.07
PS4,2016.0,Action,0.48,1.24,0.03,0.32,2.07
GBA,2001.0,Strategy,1.64,0.36,0.0,0.07,2.07
X360,2009.0,Fighting,1.48,0.39,0.0,0.19,2.06
PSP,2010.0,Action,0.46,0.41,0.96,0.24,2.06
Wii,2010.0,Platform,1.42,0.09,0.45,0.1,2.06
Wii,2009.0,Misc,1.94,0.0,0.0,0.12,2.06
GBA,2005.0,Role-Playing,0.71,0.52,0.74,0.08,2.06
GBA,2004.0,Action,1.15,0.77,0.04,0.1,2.06
PS3,2010.0,Action,0.6,0.96,0.13,0.36,2.06
PSP,2010.0,Role-Playing,0.63,0.41,0.75,0.26,2.06
PS,1998.0,Racing,0.68,0.46,0.79,0.13,2.06
X360,2010.0,Action,1.2,0.62,0.04,0.19,2.06
PS2,2003.0,Fighting,1.06,0.62,0.13,0.25,2.06
X360,2007.0,Racing,1.04,0.79,0.01,0.21,2.05
GC,2002.0,Misc,1.47,0.48,0.05,0.06,2.05
PS3,2008.0,Racing,0.63,1.0,0.05,0.38,2.05
DS,2010.0,Action,0.89,0.94,0.02,0.21,2.05
GEN,1992.0,Sports,1.75,0.25,0.0,0.05,2.05
X360,2005.0,Shooter,1.84,0.04,0.01,0.16,2.05
3DS,2013.0,Misc,0.64,0.73,0.55,0.12,2.05
PS2,2006.0,Shooter,1.74,0.02,0.0,0.28,2.04
PS2,2005.0,Action,0.71,1.02,0.0,0.31,2.04
PS4,2016.0,Action,0.56,1.1,0.07,0.31,2.04
PS3,2007.0,Racing,0.73,0.91,0.04,0.36,2.04
